payment_id,invoice_id,booking_id,customer_id,payment_date,amount_pkr,payment_type,payment_method,reference_no,notes
PAY0007728,INV005184,BK005332,CU00952,2026-04-26,64016.0,Advance,Bank Transfer,REF00007728,Advance 50%
PAY0007729,INV005184,BK005332,CU00952,2026-05-03,64016.0,Final,Bank Transfer,REF00007729,Final settlement
PAY0007730,INV005185,BK005333,CU00347,2026-03-16,250059.0,Advance,Card (POS),REF00007730,Advance 50%
PAY0007731,INV005185,BK005333,CU00347,2026-03-23,250059.0,Final,Card (POS),REF00007731,Final settlement
PAY0007732,INV005186,BK005334,CU01612,2025-02-28,12371.0,Full,EasyPaisa,REF00007732,
PAY0007733,INV005187,BK005335,CU00207,2023-01-09,8913.0,Advance,Cash,REF00007733,Advance 50%
PAY0007734,INV005187,BK005335,CU00207,2023-01-16,8913.0,Final,Cash,REF00007734,Final settlement
PAY0007735,INV005188,BK005336,CU00173,2023-08-05,7949.0,Advance,Cash,REF00007735,Advance 50%
PAY0007736,INV005188,BK005336,CU00173,2023-08-12,7949.0,Final,Cash,REF00007736,Final settlement
PAY0007737,INV005189,BK005337,CU00237,2026-06-17,83174.0,Advance,JazzCash,REF00007737,Advance 50%
PAY0007738,INV005189,BK005337,CU00237,2026-06-24,83174.0,Final,JazzCash,REF00007738,Final settlement
PAY0007739,INV005190,BK005338,CU01183,2022-05-10,8034.0,Full,Bank Transfer,REF00007739,
PAY0007740,INV005191,BK005339,CU01170,2023-02-07,3546.0,Advance,Cash,REF00007740,Advance 50%
PAY0007741,INV005191,BK005339,CU01170,2023-02-14,3547.0,Final,Cash,REF00007741,Final settlement
PAY0007742,INV005192,BK005340,CU01803,2023-12-08,3395.0,Full,JazzCash,REF00007742,
PAY0007743,INV005193,BK005341,CU01579,2025-04-30,23795.0,Full,EasyPaisa,REF00007743,
PAY0007744,INV005194,BK005342,CU00859,2026-06-08,82294.0,Full,EasyPaisa,REF00007744,
PAY0007745,INV005195,BK005343,CU01410,2025-11-23,2339.0,Advance,Bank Transfer,REF00007745,Advance 50%
PAY0007746,INV005196,BK005344,CU01499,2022-05-25,29872.0,Full,Cash,REF00007746,
PAY0007747,INV005197,BK005345,CU00919,2024-01-08,161845.0,Advance,Bank Transfer,REF00007747,Advance 50%
PAY0007748,INV005197,BK005345,CU00919,2024-01-15,161845.0,Final,Bank Transfer,REF00007748,Final settlement
PAY0007749,INV005198,BK005346,CU00394,2026-05-07,1570.0,Advance,Cash,REF00007749,Advance 50%
PAY0007750,INV005198,BK005346,CU00394,2026-05-14,1569.0,Final,Cash,REF00007750,Final settlement
PAY0007751,INV005199,BK005347,CU00351,2022-09-15,41636.0,Advance,Cash,REF00007751,Advance 50%
PAY0007752,INV005199,BK005347,CU00351,2022-09-22,31877.0,Final,Cash,REF00007752,Final settlement
PAY0007753,INV005200,BK005348,CU01169,2022-04-20,9126.0,Partial,EasyPaisa,REF00007753,
PAY0007754,INV005201,BK005349,CU00672,2025-06-24,2446.0,Advance,JazzCash,REF00007754,Advance 20%
PAY0007755,INV005201,BK005349,CU00672,2025-07-01,9785.0,Final,JazzCash,REF00007755,Final settlement
PAY0007756,INV005202,BK005350,CU01640,2022-04-18,33724.0,Advance,Cash,REF00007756,Advance 50%
PAY0007757,INV005202,BK005350,CU01640,2022-04-25,33725.0,Final,Cash,REF00007757,Final settlement
PAY0007758,INV005203,BK005351,CU00346,2023-06-03,8380.0,Advance,Cash,REF00007758,Advance 20%
PAY0007759,INV005203,BK005351,CU00346,2023-06-10,33518.0,Final,Cash,REF00007759,Final settlement
PAY0007760,INV005204,BK005352,CU00474,2023-09-01,6500.0,Advance,EasyPaisa,REF00007760,Advance 50%
PAY0007761,INV005204,BK005352,CU00474,2023-09-08,6499.0,Final,EasyPaisa,REF00007761,Final settlement
PAY0007762,INV005205,BK005353,CU01441,2023-10-24,4283.0,Advance,JazzCash,REF00007762,Advance 20%
PAY0007763,INV005205,BK005353,CU01441,2023-10-31,17133.0,Final,JazzCash,REF00007763,Final settlement
PAY0007764,INV005206,BK005354,CU01856,2023-01-19,42738.0,Advance,Cash,REF00007764,Advance 50%
PAY0007765,INV005206,BK005354,CU01856,2023-01-26,42737.0,Final,Cash,REF00007765,Final settlement
PAY0007766,INV005207,BK005355,CU00604,2025-10-05,2679.0,Advance,JazzCash,REF00007766,Advance 20%
PAY0007767,INV005207,BK005355,CU00604,2025-10-12,10717.0,Final,JazzCash,REF00007767,Final settlement
PAY0007768,INV005208,BK005356,CU00142,2026-02-10,19077.0,Full,EasyPaisa,REF00007768,
PAY0007769,INV005209,BK005357,CU00099,2026-01-09,16066.0,Advance,Cash,REF00007769,Advance 50%
PAY0007770,INV005209,BK005357,CU00099,2026-01-16,16065.0,Final,Cash,REF00007770,Final settlement
PAY0007771,INV005210,BK005358,CU00473,2023-05-06,3438.0,Advance,JazzCash,REF00007771,Advance 20%
PAY0007772,INV005210,BK005358,CU00473,2023-05-13,13753.0,Final,JazzCash,REF00007772,Final settlement
PAY0007773,INV005211,BK005359,CU00867,2023-09-21,6046.0,Advance,EasyPaisa,REF00007773,Advance 20%
PAY0007774,INV005211,BK005359,CU00867,2023-09-28,24182.0,Final,EasyPaisa,REF00007774,Final settlement
PAY0007775,INV005212,BK005360,CU01405,2024-04-02,9631.0,Full,EasyPaisa,REF00007775,
PAY0007776,INV005213,BK005361,CU00505,2023-02-10,20333.0,Full,Cash,REF00007776,
PAY0007777,INV005214,BK005362,CU01038,2025-09-01,7703.0,Full,JazzCash,REF00007777,
PAY0007778,INV005215,BK005363,CU01772,2023-03-16,19184.0,Full,JazzCash,REF00007778,
PAY0007779,INV005216,BK005364,CU00107,2023-05-06,102344.0,Full,JazzCash,REF00007779,
PAY0007780,INV005217,BK005365,CU01776,2023-08-28,30578.0,Full,Bank Transfer,REF00007780,
PAY0007781,INV005218,BK005366,CU00464,2025-08-16,33025.0,Full,EasyPaisa,REF00007781,
PAY0007782,INV005219,BK005367,CU01290,2026-05-03,64288.0,Full,JazzCash,REF00007782,
PAY0007783,INV005220,BK005368,CU01243,2025-08-20,4585.0,Advance,Card (POS),REF00007783,Advance 20%
PAY0007784,INV005220,BK005368,CU01243,2025-08-27,9931.0,Final,Card (POS),REF00007784,Final settlement
PAY0007785,INV005221,BK005369,CU00892,2025-12-04,1366.0,Advance,Cash,REF00007785,Advance 20%
PAY0007786,INV005221,BK005369,CU00892,2025-12-11,5465.0,Final,Cash,REF00007786,Final settlement
PAY0007787,INV005222,BK005370,CU00820,2025-02-20,11386.0,Full,Bank Transfer,REF00007787,
PAY0007788,INV005223,BK005371,CU01515,2025-11-15,167995.0,Advance,EasyPaisa,REF00007788,Advance 20%
PAY0007789,INV005223,BK005371,CU01515,2025-11-22,671981.0,Final,EasyPaisa,REF00007789,Final settlement
PAY0007790,INV005224,BK005372,CU00666,2024-02-24,19649.0,Full,Cash,REF00007790,
PAY0007791,INV005225,BK005373,CU01579,2026-01-17,59068.0,Full,Cash,REF00007791,
PAY0007792,INV005226,BK005374,CU01353,2025-12-02,17165.0,Full,Cash,REF00007792,
PAY0007793,INV005227,BK005375,CU00008,2026-02-19,2423.0,Advance,Bank Transfer,REF00007793,Advance 20%
PAY0007794,INV005227,BK005375,CU00008,2026-02-26,9694.0,Final,Bank Transfer,REF00007794,Final settlement
PAY0007795,INV005228,BK005376,CU01106,2026-06-27,101234.0,Full,JazzCash,REF00007795,
PAY0007796,INV005229,BK005378,CU00190,2022-04-28,30198.0,Advance,Bank Transfer,REF00007796,Advance 50%
PAY0007797,INV005229,BK005378,CU00190,2022-05-05,30198.0,Final,Bank Transfer,REF00007797,Final settlement
PAY0007798,INV005230,BK005379,CU00341,2022-12-04,3210.0,Advance,Cash,REF00007798,Advance 20%
PAY0007799,INV005230,BK005379,CU00341,2022-12-11,12839.0,Final,Cash,REF00007799,Final settlement
PAY0007800,INV005231,BK005380,CU00632,2023-08-29,12462.0,Full,Card (POS),REF00007800,
PAY0007801,INV005232,BK005381,CU00773,2022-12-03,18307.0,Advance,Cash,REF00007801,Advance 20%
PAY0007802,INV005232,BK005381,CU00773,2022-12-10,73226.0,Final,Cash,REF00007802,Final settlement
PAY0007803,INV005233,BK005382,CU01361,2022-05-24,109404.0,Advance,EasyPaisa,REF00007803,Advance 50%
PAY0007804,INV005233,BK005382,CU01361,2022-05-31,109403.0,Final,EasyPaisa,REF00007804,Final settlement
PAY0007805,INV005234,BK005383,CU01657,2025-01-11,1803.0,Advance,Cash,REF00007805,Advance 20%
PAY0007806,INV005234,BK005383,CU01657,2025-01-18,7214.0,Final,Cash,REF00007806,Final settlement
PAY0007807,INV005235,BK005385,CU00065,2026-03-09,6019.0,Advance,Cash,REF00007807,Advance 20%
PAY0007808,INV005235,BK005385,CU00065,2026-03-16,24074.0,Final,Cash,REF00007808,Final settlement
PAY0007809,INV005236,BK005386,CU01947,2023-07-14,38189.0,Advance,Bank Transfer,REF00007809,Advance 50%
PAY0007810,INV005236,BK005386,CU01947,2023-07-21,38189.0,Final,Bank Transfer,REF00007810,Final settlement
PAY0007811,INV005237,BK005387,CU00784,2022-05-16,37382.0,Advance,EasyPaisa,REF00007811,Advance 20%
PAY0007812,INV005237,BK005387,CU00784,2022-05-23,149527.0,Final,EasyPaisa,REF00007812,Final settlement
PAY0007813,INV005238,BK005388,CU00441,2023-10-26,16272.0,Full,Cash,REF00007813,
PAY0007814,INV005239,BK005389,CU01111,2026-03-21,31700.0,Full,EasyPaisa,REF00007814,
PAY0007815,INV005240,BK005390,CU00703,2025-03-04,1116.0,Advance,EasyPaisa,REF00007815,Advance 20%
PAY0007816,INV005240,BK005390,CU00703,2025-03-11,4465.0,Final,EasyPaisa,REF00007816,Final settlement
PAY0007817,INV005241,BK005391,CU00230,2024-12-20,7030.0,Advance,Bank Transfer,REF00007817,Advance 20%
PAY0007818,INV005241,BK005391,CU00230,2024-12-27,28119.0,Final,Bank Transfer,REF00007818,Final settlement
PAY0007819,INV005242,BK005392,CU01981,2026-06-06,21630.0,Advance,Bank Transfer,REF00007819,Advance 50%
PAY0007820,INV005242,BK005392,CU01981,2026-06-13,7906.0,Final,Bank Transfer,REF00007820,Final settlement
PAY0007821,INV005243,BK005393,CU00948,2024-12-20,5210.0,Advance,JazzCash,REF00007821,Advance 50%
PAY0007822,INV005243,BK005393,CU00948,2024-12-27,5210.0,Final,JazzCash,REF00007822,Final settlement
PAY0007823,INV005244,BK005394,CU00323,2026-04-24,21310.0,Advance,Bank Transfer,REF00007823,Advance 50%
PAY0007824,INV005244,BK005394,CU00323,2026-05-01,21309.0,Final,Bank Transfer,REF00007824,Final settlement
PAY0007825,INV005245,BK005395,CU01858,2025-02-03,13508.0,Partial,Bank Transfer,REF00007825,
PAY0007826,INV005246,BK005396,CU01131,2026-02-02,14172.0,Advance,JazzCash,REF00007826,Advance 20%
PAY0007827,INV005246,BK005396,CU01131,2026-02-09,56689.0,Final,JazzCash,REF00007827,Final settlement
PAY0007828,INV005247,BK005397,CU01403,2024-11-08,45965.0,Full,Bank Transfer,REF00007828,
PAY0007829,INV005248,BK005399,CU01172,2025-03-20,65396.0,Advance,JazzCash,REF00007829,Advance 50%
PAY0007830,INV005248,BK005399,CU01172,2025-03-27,65396.0,Final,JazzCash,REF00007830,Final settlement
PAY0007831,INV005249,BK005400,CU01910,2024-09-14,21944.0,Advance,EasyPaisa,REF00007831,Advance 50%
PAY0007832,INV005249,BK005400,CU01910,2024-09-21,21944.0,Final,EasyPaisa,REF00007832,Final settlement
PAY0007833,INV005250,BK005401,CU00763,2023-07-18,24809.0,Full,JazzCash,REF00007833,
PAY0007834,INV005251,BK005402,CU01321,2024-04-12,15122.0,Advance,Cash,REF00007834,Advance 50%
PAY0007835,INV005251,BK005402,CU01321,2024-04-19,15122.0,Final,Cash,REF00007835,Final settlement
PAY0007836,INV005252,BK005403,CU00529,2026-06-28,25706.0,Full,Cash,REF00007836,
PAY0007837,INV005253,BK005404,CU00145,2023-08-04,6870.0,Advance,Cash,REF00007837,Advance 50%
PAY0007838,INV005253,BK005404,CU00145,2023-08-11,6871.0,Final,Cash,REF00007838,Final settlement
PAY0007839,INV005254,BK005405,CU00023,2024-08-21,2374.0,Advance,Bank Transfer,REF00007839,Advance 20%
PAY0007840,INV005254,BK005405,CU00023,2024-08-28,9497.0,Final,Bank Transfer,REF00007840,Final settlement
PAY0007841,INV005255,BK005406,CU00805,2025-11-13,32119.0,Advance,Cash,REF00007841,Advance 20%
PAY0007842,INV005255,BK005406,CU00805,2025-11-20,35195.0,Final,Cash,REF00007842,Final settlement
PAY0007843,INV005256,BK005408,CU00942,2025-04-21,11256.0,Advance,Bank Transfer,REF00007843,Advance 50%
PAY0007844,INV005256,BK005408,CU00942,2025-04-28,11257.0,Final,Bank Transfer,REF00007844,Final settlement
PAY0007845,INV005257,BK005409,CU01169,2026-06-07,63039.0,Full,Bank Transfer,REF00007845,
PAY0007846,INV005258,BK005410,CU00261,2023-11-20,9745.0,Full,Card (POS),REF00007846,
PAY0007847,INV005259,BK005411,CU01830,2022-12-16,6448.0,Advance,Cash,REF00007847,Advance 20%
PAY0007848,INV005259,BK005411,CU01830,2022-12-23,25794.0,Final,Cash,REF00007848,Final settlement
PAY0007849,INV005260,BK005412,CU00490,2026-04-25,7315.0,Full,EasyPaisa,REF00007849,
PAY0007850,INV005261,BK005413,CU01520,2022-04-19,6806.0,Full,Card (POS),REF00007850,
PAY0007851,INV005262,BK005414,CU00637,2025-01-17,7016.0,Advance,Bank Transfer,REF00007851,Advance 20%
PAY0007852,INV005262,BK005414,CU00637,2025-01-24,28065.0,Final,Bank Transfer,REF00007852,Final settlement
PAY0007853,INV005263,BK005415,CU00777,2025-12-02,1336537.0,Full,JazzCash,REF00007853,
PAY0007854,INV005264,BK005416,CU00293,2025-02-19,6506.0,Full,JazzCash,REF00007854,
PAY0007855,INV005265,BK005417,CU00556,2026-05-25,9850.0,Advance,JazzCash,REF00007855,Advance 50%
PAY0007856,INV005265,BK005417,CU00556,2026-06-01,9851.0,Final,JazzCash,REF00007856,Final settlement
PAY0007857,INV005266,BK005418,CU01206,2024-09-08,119535.0,Full,Cash,REF00007857,
PAY0007858,INV005267,BK005419,CU01898,2023-02-14,7009.0,Full,EasyPaisa,REF00007858,
PAY0007859,INV005268,BK005420,CU00036,2026-04-14,11803.0,Full,Cash,REF00007859,
PAY0007860,INV005269,BK005421,CU00520,2025-08-20,1593.0,Advance,JazzCash,REF00007860,Advance 20%
PAY0007861,INV005269,BK005421,CU00520,2025-08-27,6372.0,Final,JazzCash,REF00007861,Final settlement
PAY0007862,INV005270,BK005422,CU00927,2025-09-19,13669.0,Advance,Bank Transfer,REF00007862,Advance 20%
PAY0007863,INV005270,BK005422,CU00927,2025-09-26,11981.0,Final,Bank Transfer,REF00007863,Final settlement
PAY0007864,INV005271,BK005423,CU00064,2025-02-04,31420.0,Advance,JazzCash,REF00007864,Advance 20%
PAY0007865,INV005271,BK005423,CU00064,2025-02-11,125682.0,Final,JazzCash,REF00007865,Final settlement
PAY0007866,INV005272,BK005424,CU00534,2023-07-11,4552.0,Full,Cash,REF00007866,
PAY0007867,INV005273,BK005425,CU00006,2023-03-20,62605.0,Full,Cash,REF00007867,
PAY0007868,INV005274,BK005426,CU01971,2024-03-15,4240.0,Advance,Card (POS),REF00007868,Advance 50%
PAY0007869,INV005274,BK005426,CU01971,2024-03-22,4241.0,Final,Card (POS),REF00007869,Final settlement
PAY0007870,INV005275,BK005427,CU01411,2022-07-21,8066.0,Advance,Cash,REF00007870,Advance 50%
PAY0007871,INV005276,BK005428,CU01970,2024-10-26,109059.0,Full,JazzCash,REF00007871,
PAY0007872,INV005277,BK005429,CU00569,2026-03-05,70237.0,Full,EasyPaisa,REF00007872,
PAY0007873,INV005278,BK005430,CU00056,2026-03-02,29849.0,Full,JazzCash,REF00007873,
PAY0007874,INV005279,BK005431,CU00255,2023-06-18,33789.0,Advance,Cash,REF00007874,Advance 20%
PAY0007875,INV005279,BK005431,CU00255,2023-06-25,135156.0,Final,Cash,REF00007875,Final settlement
PAY0007876,INV005280,BK005432,CU01596,2025-07-11,5314.0,Advance,JazzCash,REF00007876,Advance 20%
PAY0007877,INV005280,BK005432,CU01596,2025-07-18,21258.0,Final,JazzCash,REF00007877,Final settlement
PAY0007878,INV005281,BK005433,CU00071,2022-05-19,5262.0,Advance,JazzCash,REF00007878,Advance 50%
PAY0007879,INV005281,BK005433,CU00071,2022-05-26,5261.0,Final,JazzCash,REF00007879,Final settlement
PAY0007880,INV005282,BK005434,CU00092,2025-08-13,3642.0,Partial,Cash,REF00007880,
PAY0007881,INV005283,BK005435,CU01985,2025-07-16,3957.0,Advance,JazzCash,REF00007881,Advance 20%
PAY0007882,INV005283,BK005435,CU01985,2025-07-23,15829.0,Final,JazzCash,REF00007882,Final settlement
PAY0007883,INV005284,BK005436,CU01171,2023-12-02,9761.0,Advance,Cash,REF00007883,Advance 20%
PAY0007884,INV005284,BK005436,CU01171,2023-12-09,39045.0,Final,Cash,REF00007884,Final settlement
PAY0007885,INV005285,BK005437,CU01223,2025-09-12,39481.0,Full,JazzCash,REF00007885,
PAY0007886,INV005286,BK005438,CU00540,2024-08-04,9647.0,Full,Cash,REF00007886,
PAY0007887,INV005287,BK005439,CU01690,2023-05-22,90142.0,Full,Cash,REF00007887,
PAY0007888,INV005288,BK005440,CU01854,2024-10-28,88229.0,Advance,Cash,REF00007888,Advance 50%
PAY0007889,INV005288,BK005440,CU01854,2024-11-04,88229.0,Final,Cash,REF00007889,Final settlement
PAY0007890,INV005289,BK005441,CU01461,2026-06-27,261362.0,Full,Cash,REF00007890,
PAY0007891,INV005290,BK005442,CU00289,2024-10-04,3075.0,Advance,JazzCash,REF00007891,Advance 20%
PAY0007892,INV005290,BK005442,CU00289,2024-10-11,12302.0,Final,JazzCash,REF00007892,Final settlement
PAY0007893,INV005291,BK005443,CU00150,2026-03-10,31520.0,Advance,Cash,REF00007893,Advance 20%
PAY0007894,INV005291,BK005443,CU00150,2026-03-17,32922.0,Final,Cash,REF00007894,Final settlement
PAY0007895,INV005292,BK005444,CU01661,2025-06-27,67581.0,Full,Card (POS),REF00007895,
PAY0007896,INV005293,BK005445,CU00804,2023-10-05,2238.0,Advance,JazzCash,REF00007896,Advance 20%
PAY0007897,INV005293,BK005445,CU00804,2023-10-12,8953.0,Final,JazzCash,REF00007897,Final settlement
PAY0007898,INV005294,BK005446,CU01012,2022-12-15,27296.0,Full,Bank Transfer,REF00007898,
PAY0007899,INV005295,BK005447,CU00671,2022-01-03,10971.0,Advance,Cash,REF00007899,Advance 20%
PAY0007900,INV005295,BK005447,CU00671,2022-01-10,43882.0,Final,Cash,REF00007900,Final settlement
PAY0007901,INV005296,BK005448,CU00628,2026-04-17,4440.0,Advance,Card (POS),REF00007901,Advance 50%
PAY0007902,INV005296,BK005448,CU00628,2026-04-24,4440.0,Final,Card (POS),REF00007902,Final settlement
PAY0007903,INV005297,BK005449,CU00792,2026-01-19,95486.0,Advance,EasyPaisa,REF00007903,Advance 50%
PAY0007904,INV005297,BK005449,CU00792,2026-01-26,95487.0,Final,EasyPaisa,REF00007904,Final settlement
PAY0007905,INV005298,BK005450,CU00665,2026-03-21,18315.0,Advance,JazzCash,REF00007905,Advance 50%
PAY0007906,INV005298,BK005450,CU00665,2026-03-28,18315.0,Final,JazzCash,REF00007906,Final settlement
PAY0007907,INV005299,BK005451,CU01541,2026-01-24,8050.0,Advance,Bank Transfer,REF00007907,Advance 50%
PAY0007908,INV005299,BK005451,CU01541,2026-01-31,8050.0,Final,Bank Transfer,REF00007908,Final settlement
PAY0007909,INV005300,BK005452,CU01344,2026-02-23,4611.0,Full,Cash,REF00007909,
PAY0007910,INV005301,BK005453,CU00245,2023-06-08,49289.0,Advance,JazzCash,REF00007910,Advance 20%
PAY0007911,INV005301,BK005453,CU00245,2023-06-15,197156.0,Final,JazzCash,REF00007911,Final settlement
PAY0007912,INV005302,BK005454,CU01637,2022-03-04,19796.0,Full,Cash,REF00007912,
PAY0007913,INV005303,BK005455,CU01485,2023-07-10,20623.0,Full,JazzCash,REF00007913,
PAY0007914,INV005304,BK005456,CU00270,2024-11-28,10339.0,Advance,Bank Transfer,REF00007914,Advance 20%
PAY0007915,INV005304,BK005456,CU00270,2024-12-05,41355.0,Final,Bank Transfer,REF00007915,Final settlement
PAY0007916,INV005305,BK005457,CU00444,2025-12-27,599458.0,Full,JazzCash,REF00007916,
PAY0007917,INV005306,BK005458,CU01795,2025-02-20,6289.0,Advance,JazzCash,REF00007917,Advance 20%
PAY0007918,INV005306,BK005458,CU01795,2025-02-27,25155.0,Final,JazzCash,REF00007918,Final settlement
PAY0007919,INV005307,BK005459,CU01584,2026-05-31,46261.0,Full,EasyPaisa,REF00007919,
PAY0007920,INV005308,BK005460,CU01557,2026-04-23,1203.0,Advance,Bank Transfer,REF00007920,Advance 20%
PAY0007921,INV005308,BK005460,CU01557,2026-04-30,4814.0,Final,Bank Transfer,REF00007921,Final settlement
PAY0007922,INV005309,BK005461,CU00020,2024-05-18,90458.0,Full,JazzCash,REF00007922,
PAY0007923,INV005310,BK005462,CU01855,2025-07-13,29605.0,Advance,Bank Transfer,REF00007923,Advance 20%
PAY0007924,INV005310,BK005462,CU01855,2025-07-20,118421.0,Final,Bank Transfer,REF00007924,Final settlement
PAY0007925,INV005311,BK005463,CU00800,2024-09-26,8221.0,Full,Bank Transfer,REF00007925,
PAY0007926,INV005312,BK005464,CU01671,2025-02-13,18065.0,Full,JazzCash,REF00007926,
PAY0007927,INV005313,BK005465,CU00223,2022-08-22,2116.0,Advance,Card (POS),REF00007927,Advance 20%
PAY0007928,INV005313,BK005465,CU00223,2022-08-29,8464.0,Final,Card (POS),REF00007928,Final settlement
PAY0007929,INV005314,BK005466,CU01237,2024-06-12,15844.0,Partial,Cash,REF00007929,
PAY0007930,INV005315,BK005467,CU01439,2022-12-07,11527.0,Partial,Cash,REF00007930,
PAY0007931,INV005316,BK005468,CU00729,2026-06-12,425733.0,Full,EasyPaisa,REF00007931,
PAY0007932,INV005317,BK005469,CU01848,2024-09-14,23321.0,Advance,EasyPaisa,REF00007932,Advance 50%
PAY0007933,INV005317,BK005469,CU01848,2024-09-21,23321.0,Final,EasyPaisa,REF00007933,Final settlement
PAY0007934,INV005318,BK005470,CU01987,2026-06-02,28821.0,Full,Cash,REF00007934,
PAY0007935,INV005319,BK005471,CU01958,2022-07-11,178360.0,Advance,Bank Transfer,REF00007935,Advance 50%
PAY0007936,INV005319,BK005471,CU01958,2022-07-18,178359.0,Final,Bank Transfer,REF00007936,Final settlement
PAY0007937,INV005320,BK005472,CU00202,2025-01-14,44944.0,Advance,JazzCash,REF00007937,Advance 20%
PAY0007938,INV005320,BK005472,CU00202,2025-01-21,179774.0,Final,JazzCash,REF00007938,Final settlement
PAY0007939,INV005321,BK005473,CU00037,2025-09-22,2578.0,Advance,JazzCash,REF00007939,Advance 50%
PAY0007940,INV005321,BK005473,CU00037,2025-09-29,510.0,Final,JazzCash,REF00007940,Final settlement
PAY0007941,INV005322,BK005474,CU00459,2022-02-15,5624.0,Advance,Cash,REF00007941,Advance 20%
